,A,B,C,D
2020-02-05,4.504156192659008,5.618169443918742,2.750267997486079,0.672552817182049
2020-02-06,5.118430482041405,5.3546123504527,2.9161211377286578,1.1397407090522569
2020-02-07,5.276184454170239,6.0073209270488475,4.045475183028755,0.955767971261935
2020-02-08,5.33243778244572,5.270032858742204,2.973030994611082,0.5484903993446754
2020-02-09,5.030549870297687,5.91995758959637,3.437470432422373,1.1088984993478797
2020-02-10,5.677937540431287,6.76473591181026,3.249807061458671,0.7477315490729662
2020-02-11,5.264785045188345,7.166254018576691,3.3169196226629545,1.5819505038577861
2020-02-12,5.166480971825242,6.111985263817609,3.1898332990069096,1.4695013925890783
2020-02-13,4.902330832886137,6.35833019395291,2.9110475859789795,0.7659297160080489
2020-02-14,4.322171409536312,5.428269841706414,2.491464705453244,1.8806340455083141
2020-02-15,5.682642966438343,6.324892196966398,2.642502558858026,0.826695785818823
2020-02-16,5.25663349218517,5.951243897306355,2.2907120381433685,1.1813703227568364
2020-02-17,5.567335341832743,5.626768883967699,3.2840543368438517,1.7510874522358546
2020-02-18,5.162981998195153,5.758957233087908,2.728985026078529,1.8423986143212199
2020-02-19,4.694523257790883,5.780249862632329,3.2923547163234175,0.6651368714902879
2020-02-20,4.00700549229197,6.139459552562598,3.415320442113024,1.4421501807179733
2020-02-21,5.854904258000523,5.908122166407927,2.8336724581692474,1.5021917473162045
2020-02-22,4.745307989592163,6.037339191985574,3.0530073863152714,1.3738600860934684
2020-02-23,5.615195102933158,5.273083090259055,3.045624261716983,1.394636408455803
2020-02-24,5.894909519829578,5.9274251929111275,3.1476920854836434,0.0749914875004889
2020-02-25,5.277640947753809,5.3737331717307155,3.528651685652927,1.0195889233042283
2020-02-26,5.044216570640703,4.956341119186544,1.5022876082528511,0.5412075410342303
2020-02-27,4.53308415804229,5.458400890811209,2.2713634135720286,2.6599315786824045
2020-02-28,5.241347153126878,5.918181772749093,2.7177001919940853,1.1294149109234672
2020-02-29,3.8153916191807946,6.392511983419433,2.684101652471873,1.126716214067279
2020-03-01,3.481864447097923,4.664230427322626,0.37987286065505654,2.2639545576417177
2020-03-02,3.410509668965174,5.511415574850394,1.023855592983541,2.063566398283229
2020-03-03,3.607549381543813,5.2715753027948145,0.07976838057908653,1.7867562801344676
2020-03-04,4.394088035596672,5.362505821856058,1.0891240307156749,1.9002445486086792
2020-03-05,4.443337135657267,5.098289315205418,1.153624556892107,2.894238229947737
2020-03-06,5.092800078821808,5.602831838678255,0.9898877186208969,1.5971314772530236
2020-03-07,3.970956025723615,5.070876868384412,0.7846885153937919,1.7714330524590443
2020-03-08,4.149954760977029,5.32795102356902,0.8189522400957662,2.4162325188828158
2020-03-09,4.350457345448639,4.852888059436871,1.1329406848652228,2.247647547743503
2020-03-10,3.9062303850745304,5.913493930410159,0.9177835381069284,2.530141436196083
2020-03-11,4.274794838286059,4.752331251684251,0.9979933391666513,1.9632788108858938
2020-03-12,4.533471992474213,5.32506674423199,-0.12996623048016787,2.089276766712368
2020-03-13,4.973785007529577,5.441500851626531,0.6978190936165618,1.7207872391827554
2020-03-14,4.024550851131239,4.9538224324676925,1.3557181962826228,2.0443307880355053
2020-03-15,4.249148786637656,5.46405440897999,1.2635198988626275,2.281747922636614
2020-03-16,3.3878659137765204,4.774512163199704,0.6999323601155153,1.7959529363572535
2020-03-17,4.950564120659453,4.463452470007483,0.794645239095944,2.640383440642152
2020-03-18,3.898923706796124,4.253004937275471,0.7963693124241052,0.5334902558828112
2020-03-19,3.6841500359654766,5.25506624715499,0.7880002197481396,1.9571319039248218
2020-03-20,3.7294413096997565,5.118307993674234,0.26320862235098486,1.4069641816464307
2020-03-21,4.525996444087131,3.989878713029542,1.981499477138497,1.817628119185468
2020-03-22,4.323964588524581,4.296513687182688,0.8514509088009977,2.020753736178506
2020-03-23,4.337460824173806,4.348729198315522,-0.25213324208857446,1.2559717448144965
2020-03-24,4.356718522180381,5.1590744646969275,1.0863669233828699,2.6975857141879547
2020-03-25,4.203582096526771,4.974228263491973,1.6404780166544126,2.0331499836855453
2020-03-26,2.7275417086386797,4.859178464303181,0.5166872053752072,1.2839111562628096
2020-03-27,4.687366328041634,4.682131857676824,1.3848827463435676,2.029358169148544
2020-03-28,4.51005622225039,5.3439512511676845,1.236846587000576,1.985101669142826
2020-03-29,4.216644024848496,5.581026640566957,1.231590590104421,2.423142541984065
2020-03-30,3.8458251480112633,4.679097804507249,0.892439199702735,1.7931899536340614
2020-03-31,2.96371033467721,4.95650695342005,0.6702454035566687,0.7363136421056662
2020-04-01,3.798926011748882,5.117471086283925,2.744139759667415,1.72235833889434
2020-04-02,3.3040115592678947,6.282812844334519,2.6760806989404977,1.985536451061411
2020-04-03,3.2425297280561227,5.461292564776878,3.3980940342539405,2.1458523040590007
2020-04-04,3.6312636802124434,5.536040687212495,3.5165483620136953,2.21990833591703
2020-04-05,4.329480174616947,4.892302708766659,2.2888551639649384,1.6823837749731694
2020-04-06,4.152730722359142,5.59084953045599,3.351841428016362,2.5410456426873194
2020-04-07,4.306359514263578,5.407272783189184,2.6434556010229535,1.1406155090044654
2020-04-08,3.8093908432236843,5.059177151500092,3.7230418678565784,1.6757091100473303
2020-04-09,4.509818107289865,4.576160787966629,2.9448895861901225,2.3906071783530485
2020-04-10,3.5873449216079405,3.411831359138095,3.2026245109839087,2.645927991380011
2020-04-11,5.46365531589532,5.315560993911516,3.709043091748183,1.781187765200696
2020-04-12,3.2515354329208863,4.184594455728924,2.766838813154106,1.7571523399002054
2020-04-13,3.208640096822596,5.298207370739516,3.257603117338305,0.7148139137097385
2020-04-14,4.339185180307684,4.870246231636143,3.5301336773555225,2.0227237711743804
2020-04-15,5.204132846010327,3.9386982399219006,2.441528682274442,1.692966285488149
2020-04-16,4.044249799609456,5.151847418477915,2.8359289920788986,1.8290962265209827
2020-04-17,4.00701635465518,5.271107970737029,2.6718873264983696,1.27042380908131
2020-04-18,4.0170839407225305,4.826030389468761,2.4161015513473583,2.31414368781756
2020-04-19,3.3566083906116146,4.555373537017495,3.6406657451127065,1.7127342075484866
2020-04-20,3.8991373101046105,4.494096261278207,3.590492036482275,1.9200414361838707
2020-04-21,4.383891882480997,5.998660565819373,2.608779505095569,2.0040149621399386
2020-04-22,3.4019348306035107,5.078955855091202,2.9615214135345624,1.1802669915176263
2020-04-23,3.3426693839520074,4.4484552687995595,3.9951624107958277,2.008910695515406
2020-04-24,3.2290900742157085,5.276543169165283,3.052199383970272,1.6921677508193642
2020-04-25,3.634265917421649,5.2098492318645855,2.8621924410032222,2.2946953154334175
2020-04-26,3.275357471282793,5.233297671938586,3.987730157192827,2.701557016173159
2020-04-27,4.1363289075764955,6.180653905947627,2.404011571447774,2.3317804726809137
2020-04-28,5.377201084393005,4.773059957854465,3.4680243883639887,2.1349513916936687
2020-04-29,3.2124384426463486,5.105068754730362,2.793286557204753,1.0492431513391383
2020-04-30,4.557903759892645,6.078340521480305,2.326492562460594,2.7865325727235555
2020-05-01,6.998186910976167,6.121817292315933,4.658881021477953,2.727233447696683
2020-05-02,6.531169484980792,5.340423470417651,5.8162721421066275,3.2107940271964845
2020-05-03,6.881574365384428,5.794282499865797,4.151517633707367,3.012755315880035
2020-05-04,6.702459069145721,5.571286438365083,4.024817770276989,3.1079191971627274
2020-05-05,7.0529853990194304,5.175966381715509,4.540456180718576,2.703440264587372
2020-05-06,5.874859833787437,5.867736638524529,5.58444104527737,3.2513388542081283
2020-05-07,7.103580950406272,5.920801877775487,4.866198764572694,3.2712261729379453
2020-05-08,6.657573812104033,5.515181778709371,5.461628204006683,3.628534253836146
2020-05-09,6.9512638778347045,6.103981799199523,5.8180918075381625,3.3257736554634976
2020-05-10,7.472277450177761,6.1479237133586375,5.846165499589075,2.035464179050334
2020-05-11,7.348176411027675,6.339637760882198,5.584151687844597,3.6891350565280163
2020-05-12,6.791117711943342,5.722849302072748,4.9519196497685405,2.4552170446383674
2020-05-13,6.582739059966752,5.895262694249127,4.935607613213629,2.5866635606597645
2020-05-14,7.460819728345182,6.57237639031635,4.869745612836351,1.8886144229055288
2020-05-15,7.238440143920515,6.5986880217205846,5.248641812115084,2.9521331746511392
2020-05-16,6.2432539519693435,5.795381349512274,4.714552804474384,2.7786371009236133
2020-05-17,6.938310733836906,6.393164593237082,5.352793743603817,3.3124315847540267
2020-05-18,7.284217905490052,5.939159894494739,5.554483729414409,1.5707508982019827
2020-05-19,6.9289976257773285,5.82501059335989,4.572839732399619,3.074580379223638
2020-05-20,7.103759085601759,6.22076311652309,4.790540295060068,2.9016916698046664
2020-05-21,6.862022181474095,5.070883023498444,4.383733413802041,3.409373435903016
2020-05-22,6.6976871805106075,6.0930040782314,5.740406302400589,2.845814771952249
2020-05-23,7.083886420538307,6.353685607213337,4.867228421177804,3.312092973331765
2020-05-24,6.736768172985178,5.691690476334922,4.686399696867412,3.0287308519926954
2020-05-25,7.526359233792476,5.7519582385797525,4.709002811559629,2.9044205890035095
2020-05-26,6.168949978936998,4.632682996205501,5.1512561228621765,3.781654294329374
2020-05-27,6.7075443487675805,6.22441455510266,4.900256107483345,2.108446570069037
2020-05-28,6.398735215786688,6.084402892073905,4.211215611013796,3.370273811383394
2020-05-29,7.425054886642235,5.753852954030375,4.936679638421007,2.7333664110936775
2020-05-30,5.932481457674439,6.549672939511322,5.248553490752795,2.712890083903002
2020-05-31,7.506786073320975,4.93056851248072,4.5191525103956645,3.264410922455578
